qa_id,question_title,question_body,question_user_name,question_user_page,answer,answer_user_name,answer_user_page,url,category,host,question_asker_intent_understanding,question_body_critical,question_conversational,question_expect_short_answer,question_fact_seeking,question_has_commonly_accepted_answer,question_interestingness_others,question_interestingness_self,question_multi_intent,question_not_really_a_question,question_opinion_seeking,question_type_choice,question_type_compare,question_type_consequence,question_type_definition,question_type_entity,question_type_instructions,question_type_procedure,question_type_reason_explanation,question_type_spelling,question_well_written,answer_helpful,answer_level_of_information,answer_plausible,answer_relevance,answer_satisfaction,answer_type_instructions,answer_type_procedure,answer_type_reason_explanation,answer_well_written
1330,Converting expressions into functions,"I have defined an expression, such as

a = x


I would like to convert this into a function, such as

f[x_]:=x


However, in my case, the expression on the right-hand-side of a is rather complicated, so I do not want to manually write the expression on the right-hand-side of the function definition. I would like to write something like

f[x_]:=a


I know that this will not work. Is there a way to evaluate a in the function definition to ensure that I have actually defined a function in the end?
",Carl Morris,https://mathematica.stackexchange.com/users/2037,"In places where a function holds its arguments you can force evaluation by wrapping Evaluate. So for instance Hold[Evaluate[1+2]] will give you 3. The reson the right hand side is not evaluated is because SetDelayed has HoldAll:

 Attributes[SetDelayed]



{HoldAll, Protected, SequenceHold}



but you can simply force evaluation in the same manor:

 a = x^2
 f[x_] := Evaluate[a]

 f[k]



k^2



Depending on how much of your expression you want to evaluate this may work, but there may be cases where you need more control over the evaluation leaving some terms unevaluated until the actual function application of f. If this is the case and this doesn't work for you please extend your question.

As added by Szabolcs. Using Set rather then SetDelayed will also clear this up, since it doesn't hold its right hand side, only the left hand side (the first argument) arguments:

 Attributes[Set]



{HoldFirst, Protected, SequenceHold}



And here is a nice documentation reference again provided by Szabolcs: http://reference.wolfram.com/mathematica/tutorial/ImmediateAndDelayedDefinitions.html
",jVincent,https://mathematica.stackexchange.com/users/1194,http://mathematica.stackexchange.com/questions/14310/converting-expressions-into-functions,TECHNOLOGY,mathematica.stackexchange.com,1.0,0.4444444444444444,0.0,1.0,0.6666666666666666,1.0,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.9333333333333332,1.0,0.3333333333333333,0.6666666666666666,0.8888888888888888
1332,How do I join two cables outside so that they're safe and kept dry?,"I have a new pond with a pump but the cable on the pump is far too short. I have some similar cable which will do the job to extend the length. My only concern is the junction outside. I need to make it dry and safe. What recommendations do people have? Can you buy a junction box that is suitable for outside use? If this helps I live in the UK.  
",Dean,https://diy.stackexchange.com/users/1868,"Electricity is a funny thing and different applications apply for various situations.
THis is UK/EU/US/Asia/Africa.. its all the same.

If you are running a low voltage cable 0-48Volts DC/AC

then you can use a pvc outdoor joiner (the screw caps have a rubber seal on them to prevent moisture from entering)


If you are running high voltage (110AC/240AC) 

single phase then using a resin joiner is recommended!



You might be tempted to do something like this (this example is of low voltage coax,tv,internet, etc) and is not recommended for outside situations at all! over time water will get in.



That was undergorund application,

you can also use these above ground,

Notice the rubber seals- that is very important!






",ppumkin,https://diy.stackexchange.com/users/2885,http://diy.stackexchange.com/questions/8259/how-do-i-join-two-cables-outside-so-that-theyre-safe-and-kept-dry,LIFE_ARTS,diy.stackexchange.com,1.0,0.7777777777777778,0.0,1.0,0.6666666666666666,1.0,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.8888888888888888,0.7333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.7777777777777778
1333,Hydrophobia Outside of Rabies?,"
  RELATED: 
  
  Why does rabies cause hydrophobia? 
  
  Agony, Hydrophobia and viruses in the light of evolutionary principles


Has hydrophobia been found outside of rabies?

I have only seen it being mentioned as a symptom of rabies.
",user3306356,https://biology.stackexchange.com/users/6818,"Hydrophobia is mostly attributed to rabies, most of the sources refer rabies as hydrophobia. Technically Hydrophobia is the intense fear of water.




  Hydrophobia is an intense, irrational fear of water that can be commonly diagnosed at childhood and should be treated as soon as possible. Certain types of hydrophobia may also appear in later stages of contracting rabies, which would require treatment on an immediate basis.


Also the Wikipedia link for Rabies states that


  Signs and symptoms may soon expand to slight or partial paralysis, anxiety, insomnia, confusion, agitation, abnormal behavior, paranoia, terror, and hallucinations, progressing to delirium. The person may have hydrophobia.


So rabies and hydrophobia are distinct and hydrophobia is a symptom of rabies.


  Hydrophobia may, however, more readly be confronted with hysteria, acute mania and tetanus.


Hydrophobia is incidental to other diseases, it can be observed, occassionally, in tetanus,hysteria,cynanche,tonsillaris,tracheitis and certain inflammations in stomach. Tetanus is strongly believed to cause intense hydrophobia conditions.How ever, there is always a belief of hydrophobia linked with rabies.


  The pathology of Hydrophobia and Tetanus is found to have great similarities and there is a great similarity in the distribution of lesion in the central nervous system as well as a certain analogy in the kind of lesion. The special localization of symptoms of both disease, in the tongue,throat and neck was associated with the special prevalence of the lesions in the medulla oblongata and especially in the neighborhood of the nuclei in the fourth ventricle etc.
  
  Reference :THE Medical Times and Gazette - J &amp; A Churchill


So it is possible to cause hydrophobic conditions when Tetanus is affected and also hydrophobia can occur from mental disorders. 
",Jayachandran,https://biology.stackexchange.com/users/10294,http://biology.stackexchange.com/questions/24718/hydrophobia-outside-of-rabies,SCIENCE,biology.stackexchange.com,0.7777777777777778,0.5555555555555556,0.0,0.6666666666666666,1.0,1.0,0.5555555555555556,0.7777777777777778,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8666666666666666,0.0,0.0,1.0,0.8888888888888888
1334,hard self collision: make particles occupy space,"By default, Blender's particles don't have any spatial extension. This is fine as long as particles are rendered as halos. But if you give them a size and an appearance as object, it becomes obvious that they're able to go through each other.

What tricks can be pulled off to fix that problem?
For example, if you want to fill an area with houses, toss some leaves onto the floor, or just want charged balls to stick to each other.

I'm aware that a precise solution of this problem is very challenging -- but already some kind of approximation would do in most cases.
",Ichthyo,https://blender.stackexchange.com/users/2615,"There is an add on called Molecular.  http://pyroevil.com/molecular-script-download/.  It makes the particles act as rigid bodies.  The particles can be linked to each other as well.  

Here is a little teaser trailer the creator made: https://www.youtube.com/watch?v=_5QkPnPDcfc.  I hope this helps!
",Nathan Craddock,https://blender.stackexchange.com/users/5505,http://blender.stackexchange.com/questions/7633/hard-self-collision-make-particles-occupy-space,TECHNOLOGY,blender.stackexchange.com,1.0,0.5555555555555556,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.8888888888888888,0.8,0.3333333333333333,0.0,0.3333333333333333,1.0
1335,Parse order and/or single/double quote issue with Calendar events and Google Map Info Window,"I am utilizing a combination of Solspace 'Calendar', 'Playa', and 'Google Maps for ExpressionEngine'. I'm having a strange issue where the dates aren't showing up correctly in my infowindows on the Google Map, but they show up fine using the same code outside of the infowindow.

So, I have a 'Location' channel, and an 'Event' channel. The Event channel is associated with the Calendar module, and uses a Playa single relationship field to relate it to a Location.

I am adding markers to the map for every 'Location', and for each marker, I'm populating the infowindow with the Location details. this includes using the Playa:Parents method to show all of the events that are at that location. 

I copied the code from the Solspace Calendar demo template for a single event to show the event date, because it had all the conditionals all worked out to deal with single day or multi-day events well. 

My problem is that in the infowindow, it's only showing the 'From' date, and not the 'To' part of the date string. It shows it correctly when I output it outside of the map, though. Here is the code that is outputting the date information. 

    {exp:calendar:events}
    &lt;b&gt;From:&lt;/b&gt; {event_first_date format=""%F %j, %Y at %g:%i%a""}
    {if event_never_ends}
        (never ends)
    {if:else}
        {if ""{event_first_date format='%Y%m%d%g%i%a'}"" != ""{event_last_date format='%Y%m%d%g%i%a'}""} &lt;b&gt;to:&lt;/b&gt;
            {if ""{event_first_date format=""%Y%m%d""}"" != ""{event_last_date format=""%Y%m%d""}""}
                {event_last_date format=""%l, %F %j, %Y at %g:%i%a""}
            {if:else}
                {event_last_date format=""%g:%i%a""}
            {/if}
        {/if}
    {/if}
    &lt;a href=""{path=find-music/event/{url_title}}""&gt;{title}&lt;/a&gt;
{/exp:calendar:events}


But this is how it outputs, in the infowindow, and outside of the map.

(crap, I don't have enough 'reputation' to post the image here, but it's here: http://paleosun.com/misc/stackexchange-map-calendar-question.jpg)

Notice, the section below the map has the ""to"" date. Same code is used to output it.

I have determined that something is going wrong with the quotes in the event date formatting tags. The {if ""{event_first_date format='%Y%m%d%g%i%a'}"" != ""{event_last_date format='%Y%m%d%g%i%a'}""} part is never resolving to 'true' like it should. In fact, If I just try to output {event_first_date format='%Y%m%d%g%i%a'} in the infowindow part, nothing show up. However, if I use double quotes and output {event_first_date format=""%Y%m%d%g%i%a""} it DOES work. The problem is, I cannot use that fix in the conditional, because double quotes are already being used around the output of that tag...

Any ideas why? Or what I can do as a work-around?

Here is all of my relevant template code:

{exp:gmap:init
    id=""mainmap""
    class=""gmap""
    style=""height:600px;width:100%; border: 1px solid green;""
    center=""United States""
    zoom=""4""
}

&lt;div id=""location-container""&gt;
    {exp:channel:entries
        channel=""location""
        disable=""member_data|pagination|category_fields""
        limit=""9999""
        }

        {if loc_show_on_map == 'yes'}

            {exp:gmap:marker
                id=""mainmap""
                latitude=""{loc_latitude}""
                longitude=""{loc_longitude}""
                geocode=""false""
                clustering=""true""
                infobox=""true""
                show_one_window=""true""
                class=""ui-infobox-dark ui-infobox""
                offsetY=""-45""
                offsetX=""15""
                icon=""{categories limit='1'}{category_image}{/categories}""
                }

                &lt;div style=""width: 400px;"" class=""clearfix""&gt;
                    &lt;h3&gt;&lt;a href=""{path=find-music/location/{url_title}}""&gt;{title}&lt;/a&gt;&lt;/h3&gt;

                    &lt;ul&gt;
                        {categories}
                            &lt;li&gt;{category_name}&lt;/li&gt;
                        {/categories}
                    &lt;/ul&gt;

                    {if loc_image}&lt;img src=""{loc_image}"" alt=""{title} image"" width=""200"" class=""right"" /&gt;{/if}
                    {loc_contact_first_name} {loc_contact_last_name}&lt;br /&gt;
                    {loc_street_address} {if loc_address_details}{loc_address_details}{/if}&lt;br /&gt;
                    {loc_city_town}, {loc_state} {loc_zip_code}&lt;br /&gt;


                    &lt;ul&gt;
                    {exp:playa:parents channel=""calendar_events""}
                        &lt;li&gt;
                            {exp:calendar:events}
                                &lt;b&gt;From:&lt;/b&gt; {event_first_date format=""%F %j, %Y at %g:%i%a""}

                        &lt;br /&gt;From:{event_first_date format='%Y%m%d%g%i%a'}
                        &lt;br /&gt;To: {event_last_date format='%Y%m%d%g%i%a'}!
                        Yes
                                {if event_never_ends}
                                    (never ends)
                                {if:else}
                                    {if ""{event_first_date format='%Y%m%d%g%i%a'}"" != ""{event_last_date format='%Y%m%d%g%i%a'}""} &lt;b&gt;to:&lt;/b&gt;
                                        {if ""{event_first_date format=""%Y%m%d""}"" != ""{event_last_date format=""%Y%m%d""}""}
                                            {event_last_date format=""%l, %F %j, %Y at %g:%i%a""}
                                        {if:else}
                                            {event_last_date format=""%g:%i%a""}
                                        {/if}
                                    {/if}
                                {/if}
                                &lt;a href=""{path=find-music/event/{url_title}}""&gt;{title}&lt;/a&gt;
                            {/exp:calendar:events}
                        &lt;/li&gt;
                    {/exp:playa:parents}
                    &lt;/ul&gt;
                &lt;/div&gt;

            {/exp:gmap:marker}

            {!--
                custom javascript to add attributes to the markers
                for location type and music styles, so we can filter
                based on that
            --}
            &lt;script type=""text/javascript""&gt;
                if(typeof newMarker!='undefined'){
                    newMarker.entry_id = {entry_id};
                    newMarker.music_styles = [];
                    {exp:playa:children field=""loc_music_styles""}
                        newMarker.music_styles.push({entry_id});
                    {/exp:playa:children}

                    newMarker.location_types = [];
                    {categories}
                        newMarker.location_types.push({category_id});
                    {/categories}
                }
            &lt;/script&gt;
        {/if}

        &lt;div id=""location-{entry_id}""  class=""location-entry clearfix""&gt;
            &lt;h3&gt;&lt;a href=""{path=find-music/location/{url_title}}""&gt;{title}&lt;/a&gt;&lt;/h3&gt;
            {if loc_image}&lt;img src=""{loc_image}"" alt=""{title} image"" width=""200"" class=""right"" /&gt;{/if}
            {loc_contact_first_name} {loc_contact_last_name}&lt;br /&gt;
            {loc_street_address} {if loc_address_details}{loc_address_details}{/if}&lt;br /&gt;
            {loc_city_town}, {loc_state} {loc_zip_code}&lt;br /&gt;

            &lt;ul&gt;
            {exp:playa:parents channel=""calendar_events""}
                &lt;li&gt;
                    {exp:calendar:events}
                        &lt;b&gt;From:&lt;/b&gt; {event_first_date format=""%F %j, %Y at %g:%i%a""}
                        {if event_never_ends}
                            (never ends)
                        {if:else}
                            {if ""{event_first_date format='%Y%m%d%g%i%a'}"" != ""{event_last_date format='%Y%m%d%g%i%a'}""} &lt;b&gt;to:&lt;/b&gt;
                                {if ""{event_first_date format=""%Y%m%d""}"" != ""{event_last_date format=""%Y%m%d""}""}
                                    {event_last_date format=""%l, %F %j, %Y at %g:%i%a""}
                                {if:else}
                                    {event_last_date format=""%g:%i%a""}
                                {/if}
                            {/if}
                        {/if}
                        &lt;a href=""{path=find-music/event/{url_title}}""&gt;{title}&lt;/a&gt;
                    {/exp:calendar:events}
                &lt;/li&gt;
            {/exp:playa:parents}
            &lt;/ul&gt;
            &lt;hr /&gt;
        &lt;/div&gt;
    {/exp:channel:entries}
&lt;/div&gt; &lt;!-- /#location-container --&gt;

",Gary Reckard,https://expressionengine.stackexchange.com/users/1527,"I am not sure of a workaround, but that is definitely a parse order issue. Given this is a very unique scenario, it would be rather difficult to duplicate without getting access to your EE install.

Email support@objectivehtml.com and I can try to help you find a workaround. I am not sure who this support requests belongs to, me (Objective HTML), P&amp;T, or Solspace but I can try to help you. :)
",Justin Kimbrell,https://expressionengine.stackexchange.com/users/101,http://expressionengine.stackexchange.com/questions/10554/parse-order-and-or-single-double-quote-issue-with-calendar-events-and-google-map,TECHNOLOGY,expressionengine.stackexchange.com,0.8888888888888888,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.7777777777777778,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.6,0.3333333333333333,0.0,0.6666666666666666,0.8888888888888888
1337,Google Apps login in wordpress,"I manage a google apps domain with plenty of users;

I would like to join Google apps with a Wordpress based intranet app we're creating. 

Which level of integration could I expect to achieve?

Our hope is to create users in wordpress using their google apps email and let them login using their google apps password, so that they don't need to remember two different passwords.

How would you suggest we should implement this?
",Bakaburg,https://wordpress.stackexchange.com/users/10100,"This question was asked a while ago, but for anyone else facing this problem, we have developed a plugin that allows users to login using the latest Google OAuth2 without needing a separate WordPress password.

Google Apps Login is designed specifically for intranets (or any WordPress site) where the organization is running their email entirely on Google Apps.

http://wordpress.org/plugins/google-apps-login/

The plugin is fully supported, through support licenses and a premium version which can save you a lot of time on user management - domain admins no longer need to separately manage WordPress user accounts.
",Dan Lester,https://wordpress.stackexchange.com/users/44605,http://wordpress.stackexchange.com/questions/47265/google-apps-login-in-wordpress,TECHNOLOGY,wordpress.stackexchange.com,1.0,0.4444444444444444,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5555555555555556,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.9333333333333332,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
1339,Is Microsoft's fopen commit mode flag broken on Windows 7?,"I write the engine for our company's products, which are designed to run on our clients kiosks.  This includes code to commit file writes to disk.

We have no control over the client's choice of hardware or OS, and for the first time we've been given Windows 7 Embedded to work with.  Suddenly, our secure writes have started failing if power is lost immediately after the flush.

Although including commode.obj causes fflush to commit, even on Win7, I've always preferred to use the MS-specific commit mode flag (""c"") on Windows (the Linux version uses a completely different method), because as I write the library not the products, I can never be sure that commode.obj has actually been included, so I can't throw an error.

FILE* p_f = fopen(""foo.dat"", ""wbc"");
fwrite(p_important_stuff, 1, size, p_f);
fflush(p_f);


So my question is: Is the commit mode flag broken on Win7, and if so is there a way I can guarantee commode.obj is included, or is there some other way I can change the state of the global commit flag?
",subi211,https://stackoverflow.com/users/1414906,"There are most likely other issues than those exposed by the C file interfaces. I'm thinking about OS and filesystem decisions to delay writes, and HDD caching, which may explain the behavior you see.

ASide from that, you should be able to always include the commode.obj simply by linking your library as a DLL instead of a static library.
",rubenvb,https://stackoverflow.com/users/256138,http://stackoverflow.com/questions/12003324/is-microsofts-fopen-commit-mode-flag-broken-on-windows-7,STACKOVERFLOW,stackoverflow.com,1.0,0.7777777777777778,0.0,0.6666666666666666,0.6666666666666666,1.0,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.8,1.0,0.0,0.6666666666666666,0.8888888888888888
1340,Are mutliple database calls really significant with a network call for a web API?,"At one of my employers, we worked on a REST (but it also applies to SOAP) API. The client, which is the application UI, would make calls over the web (LAN in typical production deployments) to the API. The API would make calls to the database.

One theme that recurs in our discussions is performance: some people on the team believe that you should not have multiple database calls (usually reads) from a single API call because of performance; you should optimize them so that each API call has only (exactly) one database call.

But is that really important? Consider that the UI has to make a network call to the API; that's pretty big (order of magnitude of milliseconds). Databases are optimized to keep things in memory and execute reads very, very quickly (eg. SQL Server loads and keeps everything in RAM and consumes almost all your free RAM if it can).

TLDR: Is it really significant to worry about multiple database calls when we are already making a network call over the LAN? If so, why?

To be clear, I'm talking about order of magnitude -- I know that it depends on specifics (machine hardware, choice of API and DB, etc.) If I have a call that takes O(milliseconds), does optimizing for DB calls that take an order of magnitude less, actually matter? Or is there more to the problem than this?

Edit: for posterity, I think it's quite ridiculous to make claims that we need to improve performance by combining database calls under these circumstances -- especially with a lack of profiling. However, it's not my decision whether we do this or not; I want to know what the rationale is behind thinking this is a correct way of optimizing web API calls.
",ashes999,https://programmers.stackexchange.com/users/19993,"We have a couple of applications which are very, very chatty.  There is a database call for every.  Single.  Little.  Thing.  Serving reference data again and again and again is a major part of the workload on the system.  All that scheduling of worker threads, acquiring and dropping locks, plan cache checking etc. adds up even if there is not actual disk IO.  Contention is higher because transactions have to hold locks across multiple DB calls and so throughput is much lower than it could be.  Those teams are now looking at having to buy new, very expensive DB servers because of this.

So, although the majority of the elapsed time in your system's current configuration is taken with REST API calls, ignoring performance at the DB level is storing problems for the future.
",Michael Green,https://programmers.stackexchange.com/users/126402,http://programmers.stackexchange.com/questions/255275/are-mutliple-database-calls-really-significant-with-a-network-call-for-a-web-api,TECHNOLOGY,programmers.stackexchange.com,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.8666666666666666,0.0,0.0,1.0,1.0
1341,Understanding the definition of the order of an entire function,"Let $f: \mathbb C \to \mathbb C$ be an entire function. The order of $f$ is defined by $$\lambda=\limsup_{r \to \infty} \frac{\log \log M(r)}{\log r}, $$ where $$M(r)=\max_{|z|=r} |f(z)| .$$

The author claims that


  ""According to this definition $\lambda$ is the smallest number such that
      $$M(r)\leq e^{r^{\lambda+\varepsilon}} $$ for any given $\varepsilon &gt; 0$ as soon as $r$ is sufficiently large.""


Why is this true?

My attempt:

We know that $$\lambda=\lim_{\rho \to \infty} \sup_{r \geq \rho} \frac{\log \log M(r)}{\log r}. $$

From the definition of the limit we have that for any $\varepsilon&gt;0$, there exists some $\rho_0&gt;0$, such that $$\left\lvert \sup_{r \geq \rho} \frac{\log \log M(r)}{\log r}-\lambda \right\rvert \leq \varepsilon ,$$ for every $\rho \geq \rho_0$. In other words $$\frac{\log \log M(r)}{\log r} \leq \lambda+\varepsilon $$ for every $r \geq \rho_0$. From here it is easy to see that $$M(r)\leq e^{r^{\lambda+\varepsilon}}, $$ for all $r \geq \rho_0$. I cannot see why $\lambda$ is the smallest number with this property.

Thanks in advance.
",user1337,https://math.stackexchange.com/users/62839,"Note that

$$F(\rho) = \sup_{r \geqslant \rho} \frac{\log\log M(r)}{\log r}$$

is a non-increasing function of $\rho$, hence $\lim\limits_{\rho\to\infty} F(\rho) = \inf\limits_{\rho &gt; R} F(\rho).$

By the definition of the limes superior, for every $\mu &lt; \lambda$, with $\varepsilon = \frac{\lambda-\mu}{3}$ there are arbitrarily large radii $r$ with

$$\frac{\log \log M(r)}{\log r} &gt; \lambda - \varepsilon = \mu + 2\varepsilon,$$

and that inequality is equivalent to

$$M(r) &gt; e^{r^{\mu+2\varepsilon}},$$

so for every $\mu &lt; \lambda$, there is an $\varepsilon &gt; 0$, such that there is no $\rho_0$ with

$$M(r) \leqslant e^{r^{\mu+\varepsilon}}$$

for all $r \geqslant \rho_0$, indeed

$$M(r)e^{-r^{\mu+\varepsilon}}$$ is unbounded for all small enough $\varepsilon &gt; 0$ then.
",Daniel Fischer,https://math.stackexchange.com/users/83702,http://math.stackexchange.com/questions/475408/understanding-the-definition-of-the-order-of-an-entire-function,SCIENCE,math.stackexchange.com,0.7777777777777778,0.6666666666666666,0.0,0.0,0.6666666666666666,1.0,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,0.7777777777777778,0.8333333333333334,0.6666666666666666,0.8333333333333334,1.0,0.9,0.3333333333333333,0.0,0.6666666666666666,0.8333333333333334
1342,How to remove the “ .0” in Decimal format and convert 1.01 to 1 in java,"My application deals with prices, I am facing a small problem here. I will explain it clearly in steps.

Following are my inputs and OutPut should be.


  input  1.01  =  output 1 
  
  input 1.748  = output 1.75
  
  input 1.98  =output 2
  
  input 1.49 = output 1.5
  
  input 20.0 = output 2


0

I have used the following code but I can't achieve it

    double calc = 1.98;
            DecimalFormat df = new DecimalFormat(""#.##"");  
            calc = Double.valueOf(df.format(calc));
            System.out.println(String.valueOf(calc).replaceAll(""([0-9])\\.0+([^0-9]|$)"", ""$1$2""));

::&gt; output is 1.98 which should be 2

double calc = 20.0;
        DecimalFormat df = new DecimalFormat(""#.#"");  
        calc = Double.valueOf(df.format(calc));
        System.out.println(String.valueOf(calc).replaceAll(""([0-9])\\.0+([^0-9]|$)"", ""$1$2""));

 ::&gt; output is 20 this is correct for me.

double calc = 2.01;
        DecimalFormat df = new DecimalFormat(""#.##"");  
        calc = Double.valueOf(df.format(calc));
        System.out.println(String.valueOf(calc).replaceAll(""([0-9])\\.0+([^0-9]|$)"", ""$1$2""));

::&gt; output is 2.01  Which should be 2.


following code which I have tried.
",Nikhilreddy Gujjula,https://stackoverflow.com/users/1010854,"
  input 1.01 = output 1


That implies using zero or one decimal places.


  input 1.748 = output 1.75


That implies adding .05 or possibly .005 and then using two decimal places.


  input 1.98 = output 2


This output could be described by either of the rules above.


  input 1.49 = output 1.5


That implies adding .05 or possibly .005 and then using one decimal place.


  input 20.0 = output 20


That implies using zero or one decimal places.

Your examples therefore aren't all instances of the same consistent rule. The only sense I can make of it is that you are only interested in a granularity of 0.25, but that's just my guess. You need to refine your requirement before you can possibly implement it.
",EJP,https://stackoverflow.com/users/207421,http://stackoverflow.com/questions/19721584/how-to-remove-the-0-in-decimal-format-and-convert-1-01-to-1-in-java,STACKOVERFLOW,stackoverflow.com,1.0,0.5555555555555556,0.0,1.0,0.3333333333333333,1.0,0.5555555555555556,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.8666666666666666,1.0,0.0,0.0,1.0
1343,How many domains can you configure on a Sun M5000 system?,"We have a few Sun M5000 servers with the following configuration:


Each system has 2 system boards each containing 2 x 2.5Ghz quad core processors
Each system board has 16GB of RAM
Each system has 4 x 300GB disks


I would like to know how many hardware domains can I configure per system? Do I need one system board per domain (implying a total of 2 domains), or can I create 4 domains, each with one cpu each?
",Andre Miller,https://serverfault.com/users/5339,"The maximum number of domains on an M5000 is four.

http://www.sun.com/servers/midrange/m5000/specs.xml
",Kevin Kuphal,https://serverfault.com/users/3657,http://serverfault.com/questions/50465,TECHNOLOGY,serverfault.com,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1345,How did they start sending messages to other's phone?,"When the anime starts and until episode 8, they attached a cell-phone to the phone-microwave and sent a message to that specific phone to trigger sending D-Mails. But in episode 8 


   Ruka sent a D-Mail to her mother pager


and then in episode 9


   Faris sent a D-Mail to (probably) herself


So I'm wondering if there is a plot whole somewhere in the story, or did they figure out a way to send D-Mails from any phone to any phone? 

As a side question previously it was mentioned that how they can set D-Mail's time of Arrival:


   each second on Phone-Microwave meant an hour going back, so I'm wondering how did they manage to set microwave time to 87600 (10 years)?

",Ali1S232,https://anime.stackexchange.com/users/19,"You just send the message from one phone/pager to another one. All you need is the microwave running and a running CRT (Cathode Ray Tube), plus the phone number of the receiver. You configure the microwave, turn it on and wait for the message to be sent.

Earlier in the story, they needed to connect the phone with the microwave, to determine, which message should be affected by time-travel. 


   However, Daru wrote a program, with which you could set the number and various different things, so it was possible to send these D-Mails without the need of connecting the phone to the microwave.


Regarding your time-question: Daru applied many modifications to the microwave, so you could set any running-time. The microwave won't run the whole 24 hours, it just needs to be set to that time.
",looper,https://anime.stackexchange.com/users/122,http://anime.stackexchange.com/questions/2056/how-did-they-start-sending-messages-to-others-phone,CULTURE,anime.stackexchange.com,0.8888888888888888,0.4444444444444444,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,1.0,0.8888888888888888
1347,Uncommon 4 pin DC 19V power socket - what type of connection is this [picture]?,"A friend of mine picked up a Pioneer ""Dream PC"" for real cheap at a charity sale, just because it looked strange. But it did not come with a power cable.

Any idea what this type of connection this is? Or any other type of device that uses this type of connection, so we can try track down a cable for the machine...


",Nick Josevski,https://superuser.com/users/350,"An alternative option is to get a DC power supply second hand that can output 19V and a few hundred watts, figure out which plug is power and which is ground, then power it up and hope it doesn't smoke.


",hanleyp,https://superuser.com/users/1050,http://superuser.com/questions/36434,TECHNOLOGY,superuser.com,0.8888888888888888,0.8888888888888888,0.0,1.0,1.0,1.0,0.6666666666666666,0.5555555555555556,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.5333333333333333,0.3333333333333333,0.0,0.0,1.0
